des_chr,des_num,des,name,date_start,date_end,cum_ip
2015KG158,,2015KG158,,2116-05-14,2116-05-14,3.575e-08
2015KG158,,2015KG158,,2088-05-13,2088-05-13,4.14e-06
2015KG158,,2015KG158,,2106-05-15,2106-05-15,3.82e-07
2015KG158,,2015KG158,,2087-05-13,2087-05-14,4.249e-07
2015KG158,,2015KG158,,2121-05-14,2121-05-14,1.11e-07
2015KG158,,2015KG158,,2083-05-14,2083-05-14,1.7467000000000001e-07
2015KG158,,2015KG158,,2084-05-13,2084-05-13,4.42e-08
2015KG158,,2015KG158,,2045-05-13,2045-05-13,1.42e-07
2015KG158,,2015KG158,,2048-05-13,2048-05-13,1.21e-07
2015KG158,,2015KG158,,2049-05-14,2049-05-14,5.37e-09
2015KG158,,2015KG158,,2049-11-15,2049-11-15,2.37e-08
2015KG158,,2015KG158,,2051-05-14,2051-05-14,1.35e-07
2015KG158,,2015KG158,,2059-05-14,2059-05-14,4.7659999999999997e-07
2015KG158,,2015KG158,,2060-05-13,2060-05-13,6.12e-08
2015KG158,,2015KG158,,2061-05-13,2061-05-14,2.034e-07
2015KG158,,2015KG158,,2067-05-14,2067-05-14,2.35e-07
2015KG158,,2015KG158,,2068-05-13,2068-05-13,4.81e-08
2015KG158,,2015KG158,,2119-05-15,2119-05-15,4.18e-08
2015KG158,,2015KG158,,2071-05-14,2071-05-14,0.000209
2015KG158,,2015KG158,,2081-05-13,2081-05-14,2.167e-08
2015KG158,,2015KG158,,2079-05-14,2079-05-14,2.283e-07
2015KG158,,2015KG158,,2078-11-15,2078-11-15,3.47e-09
2015KG158,,2015KG158,,2078-05-14,2078-05-14,3.54e-07
2015KG158,,2015KG158,,2069-05-14,2069-05-14,8.83e-08
2015KG158,,2015KG158,,2076-05-14,2076-05-14,1.03e-06
2015KG158,,2015KG158,,2075-05-14,2075-05-14,2.43e-07
2015KG158,,2015KG158,,2073-05-13,2073-05-13,1.3735999999999998e-07
2015KG158,,2015KG158,,2072-05-14,2072-05-14,7.03e-08
2015KG158,,2015KG158,,2077-05-13,2077-05-14,3.9590000000000006e-05
2015KH160,,2015KH160,,2087-10-08,2087-10-08,1.93e-11
2015KH160,,2015KH160,,2117-10-10,2117-10-10,2.04e-10
2015KH160,,2015KH160,,2119-10-05,2119-10-05,7.43e-09
2015KW157,,2015KW157,,2097-04-16,2097-04-16,1.6e-10
2015KW157,,2015KW157,,2096-06-19,2096-06-19,3.01e-11
2015KW157,,2015KW157,,2082-05-15,2082-05-15,9.54e-10
2015KW157,,2015KW157,,2079-06-25,2079-06-25,1.47e-11
2015KW157,,2015KW157,,2062-04-15,2062-04-15,9.84e-11
2015KW157,,2015KW157,,2058-04-25,2058-04-25,2.43e-10
2015KW157,,2015KW157,,2042-04-23,2042-04-23,2.28e-10
2015KW157,,2015KW157,,2078-05-31,2078-05-31,6.04e-11
2015KW157,,2015KW157,,2061-05-09,2061-05-09,8.05e-10
2015MN11,,2015MN11,,2081-06-26,2081-06-26,5.154e-07
2015PS228,,2015PS228,,2080-03-11,2080-03-11,9.38e-07
2015PS228,,2015PS228,,2093-04-12,2093-04-12,6.4e-10
2015PS228,,2015PS228,,2102-04-18,2102-04-18,1.68e-07
2015QS8,,2015QS8,,2116-08-25,2116-08-25,7.57e-07
2015RU178,,2015RU178,,2055-09-09,2055-09-09,3.06e-10
2015SG,,2015SG,,2105-08-17,2105-08-17,7.35e-06
2015SK7,,2015SK7,,2059-09-21,2059-09-21,2.79e-07
2015SK7,,2015SK7,,2107-09-21,2107-09-21,2.58e-08
2015SK7,,2015SK7,,2100-09-21,2100-09-21,7.089e-07
2015TG24,,2015TG24,,2102-10-14,2102-10-14,6.53e-07
2015TG24,,2015TG24,,2121-10-13,2121-10-14,2.45626e-06
2015TG24,,2015TG24,,2120-10-13,2120-10-13,2.3572e-07
2015TG24,,2015TG24,,2119-10-14,2119-10-14,7.389e-07
2015TG24,,2015TG24,,2118-10-14,2118-10-14,7.421473e-06
2015TG24,,2015TG24,,2117-10-13,2117-10-13,6.4743e-07
2015TG24,,2015TG24,,2112-10-13,2112-10-13,2.18602e-06
2015TG24,,2015TG24,,2115-10-14,2115-10-14,5.82e-07
2015TG24,,2015TG24,,2114-10-14,2114-10-14,2.714e-08
2015TG24,,2015TG24,,2113-10-14,2113-10-14,1.156e-06
2015TG24,,2015TG24,,2110-10-14,2110-10-14,2.9011e-06
2015TG24,,2015TG24,,2107-10-14,2107-10-14,1.01e-07
2015TG24,,2015TG24,,2116-10-13,2116-10-13,2.11e-06
2015TG24,,2015TG24,,2104-10-13,2104-10-13,1.7e-06
2015TL21,,2015TL21,,2103-10-11,2103-10-11,2.87e-08
2015TL21,,2015TL21,,2094-10-05,2094-10-05,4.38e-07
2015TL21,,2015TL21,,2095-10-07,2095-10-08,7.324e-07
2015TL21,,2015TL21,,2078-10-05,2078-10-05,1.34e-06
2015TL21,,2015TL21,,2074-10-06,2074-10-06,9.83e-08
2015TL21,,2015TL21,,2061-10-07,2061-10-07,7.66e-07
2015TL21,,2015TL21,,2090-10-06,2090-10-06,1.01e-08
2015UR67,,2015UR67,,2091-10-25,2091-10-25,2.28e-06
2015VK1,,2015VK1,,2103-11-01,2103-11-01,4.06e-07
2015VL64,,2015VL64,,2121-11-04,2121-11-06,3.69e-07
2015VL64,,2015VL64,,2118-11-05,2118-11-05,3.99e-09
2015VL64,,2015VL64,,2114-11-03,2114-11-05,6.156e-08
2015VL64,,2015VL64,,2113-11-04,2113-11-04,6.4e-10
2015VL64,,2015VL64,,2110-11-03,2110-11-03,4.19e-09
2015VL64,,2015VL64,,2109-11-04,2109-11-05,3.7031e-07
2015VL64,,2015VL64,,2103-11-04,2103-11-04,2.799e-07
2015VL64,,2015VL64,,2104-11-03,2104-11-03,3.61e-08
2015VL64,,2015VL64,,2097-11-02,2097-11-02,1.058e-06
2015VL64,,2015VL64,,2096-11-03,2096-11-03,2.78e-08
2015VL64,,2015VL64,,2091-11-02,2091-11-02,1.58e-07
2015VL64,,2015VL64,,2089-11-03,2089-11-03,9.67e-08
2015VL64,,2015VL64,,2081-11-04,2081-11-04,7.61e-08
2015VL64,,2015VL64,,2108-11-03,2108-11-03,6.32e-09
2015VL64,,2015VL64,,2085-11-02,2085-11-02,4.99e-07
2015VN64,,2015VN64,,2094-11-04,2094-11-04,2.3e-10
2015VN64,,2015VN64,,2088-11-03,2088-11-03,5.003000000000001e-07
2015VO142,,2015VO142,,2065-11-25,2065-11-25,5.93e-07
2015VO142,,2015VO142,,2046-04-06,2046-04-06,1.23e-08
2015VO142,,2015VO142,,2122-03-18,2122-03-18,3.05e-08
2015VO142,,2015VO142,,2122-03-11,2122-03-11,2e-08
2015VO142,,2015VO142,,2120-12-04,2120-12-04,1.3e-08
2015VO142,,2015VO142,,2120-03-14,2120-03-14,1.55e-08
2015VO142,,2015VO142,,2118-02-24,2118-02-24,3e-07
2015VO142,,2015VO142,,2114-03-20,2114-03-20,2.13e-08
2015VO142,,2015VO142,,2110-03-03,2110-03-03,5.49e-07
2015VO142,,2015VO142,,2107-04-12,2107-04-12,1.91e-11
2015VO142,,2015VO142,,2107-02-27,2107-02-27,6.59e-08
2015VO142,,2015VO142,,2102-11-29,2102-11-29,4.09e-08
2015VO142,,2015VO142,,2101-11-21,2101-11-21,2.51e-11
2015VO142,,2015VO142,,2099-11-28,2099-11-28,1.34e-07
2015VO142,,2015VO142,,2099-11-12,2099-11-12,1.47e-09
2015VO142,,2015VO142,,2098-03-01,2098-03-01,4.4e-07
2015VO142,,2015VO142,,2097-12-06,2097-12-06,8.7e-09
2015VO142,,2015VO142,,2066-11-27,2066-11-27,7.27e-08
2015VO142,,2015VO142,,2078-12-06,2078-12-06,3.61e-06
2015VO142,,2015VO142,,2080-05-12,2080-05-12,3.13e-09
2015VO142,,2015VO142,,2083-04-14,2083-04-14,5.4e-10
2015VO142,,2015VO142,,2084-02-22,2084-02-22,5.59e-07
2015VO142,,2015VO142,,2085-12-03,2085-12-03,4.47e-08
2015VO142,,2015VO142,,2087-12-07,2087-12-07,4.19e-07
2015VO142,,2015VO142,,2091-11-10,2091-11-10,1.99e-09
2015VO142,,2015VO142,,2094-03-10,2094-03-10,1.97e-10
2015VO142,,2015VO142,,2094-12-07,2094-12-07,4.18e-08
2015VO142,,2015VO142,,2095-11-22,2095-11-22,2.15e-07
2015VO142,,2015VO142,,2097-03-06,2097-03-06,1.47e-09
2015VO142,,2015VO142,,2097-03-22,2097-03-22,1.51e-08
2015VO142,,2015VO142,,2090-12-05,2090-12-05,2.39e-09
2015VP64,,2015VP64,,2117-11-09,2117-11-09,1.96e-08
2015VP64,,2015VP64,,2090-11-09,2090-11-09,6.03e-08
2015VP64,,2015VP64,,2069-11-08,2069-11-08,2.88e-08
2015VP64,,2015VP64,,2043-11-06,2043-11-06,8.11e-11
2015VP64,,2015VP64,,2068-11-06,2068-11-06,2.13e-09
2015VP64,,2015VP64,,2087-11-09,2087-11-09,3.737e-06
2015WP2,,2015WP2,,2114-11-21,2114-11-21,1.31e-08
2015WP2,,2015WP2,,2120-11-20,2120-11-20,2.79e-08
2015WP2,,2015WP2,,2119-11-22,2119-11-22,6.97e-11
2015WP2,,2015WP2,,2116-11-21,2116-11-21,3.63e-09
2015WP2,,2015WP2,,2115-11-21,2115-11-21,6.68e-11
2015WP2,,2015WP2,,2111-11-22,2111-11-22,1.17e-09
2015WP2,,2015WP2,,2107-11-21,2107-11-21,9.45e-09
2015WP2,,2015WP2,,2106-11-21,2106-11-21,1.27e-07
2015WP2,,2015WP2,,2102-11-21,2102-11-21,4.74e-09
2015WP2,,2015WP2,,2101-11-21,2101-11-21,1.25948e-06
2015WP2,,2015WP2,,2098-11-20,2098-11-20,8.819999999999999e-09
2015WP2,,2015WP2,,2096-11-19,2096-11-19,2.25e-07
2015WP2,,2015WP2,,2094-11-20,2094-11-20,7.53e-08
2015WP2,,2015WP2,,2089-11-19,2089-11-20,3.1547503e-05
2015WP2,,2015WP2,,2082-11-20,2082-11-20,2.171e-05
2015WP2,,2015WP2,,2081-11-19,2081-11-19,6.21e-08
2015WP2,,2015WP2,,2077-11-20,2077-11-20,6.25e-11
2015WP2,,2015WP2,,2103-11-21,2103-11-21,3.41e-09
2015XA378,,2015XA378,,2114-12-20,2114-12-20,1.7722e-07
2015XA378,,2015XA378,,2113-12-21,2113-12-21,1.06e-07
2015XA378,,2015XA378,,2115-12-18,2115-12-18,1.81e-07
2015XA378,,2015XA378,,2111-12-20,2111-12-20,4.63e-08
2015XA378,,2015XA378,,2118-12-18,2118-12-22,1.1451999999999999e-06
2015XA378,,2015XA378,,2119-12-20,2119-12-20,1.706e-07
2015XA378,,2015XA378,,2121-12-19,2121-12-21,4.6929599999999995e-06
2015XA378,,2015XA378,,2116-12-19,2116-12-19,3.4186e-07
2015XA378,,2015XA378,,2110-12-20,2110-12-20,8.380000000000001e-07
2015XA378,,2015XA378,,2106-12-20,2106-12-20,6.58e-09
2015XA378,,2015XA378,,2107-12-20,2107-12-20,3.7489999999999995e-05
2015XA378,,2015XA378,,2108-12-18,2108-12-18,6.49e-08
2015XA378,,2015XA378,,2092-12-18,2092-12-18,4.53e-07
2015XA378,,2015XA378,,2095-12-20,2095-12-20,4.19e-07
2015XA378,,2015XA378,,2096-12-16,2096-12-17,1.5180000000000001e-06
2015XA378,,2015XA378,,2084-06-02,2084-06-02,2.61e-08
2015XA378,,2015XA378,,2101-12-18,2101-12-19,4.0272479e-06
2015XA378,,2015XA378,,2103-12-19,2103-12-19,3.07e-11
2015XA378,,2015XA378,,2097-12-19,2097-12-19,1.12e-07
2015XA378,,2015XA378,,2105-12-20,2105-12-20,3.2568e-06
2015XH55,,2015XH55,,2117-06-01,2117-06-01,2.129e-07
2015XH55,,2015XH55,,2108-06-01,2108-06-01,2.17e-07
2015XH55,,2015XH55,,2106-12-03,2106-12-03,1.33e-08
2015XH55,,2015XH55,,2121-06-01,2121-06-01,2.96e-07
2015XH55,,2015XH55,,2101-06-01,2101-06-01,2.55e-07
2015XH55,,2015XH55,,2100-06-01,2100-06-01,3.9e-08
2015XH55,,2015XH55,,2098-05-31,2098-05-31,2.98e-09
2015XH55,,2015XH55,,2092-12-01,2092-12-01,1.8170000000000001e-06
2015XH55,,2015XH55,,2104-06-01,2104-06-01,3.21e-09
2015XR169,,2015XR169,,2099-05-15,2099-05-19,6.457203999999999e-07
2015XR169,,2015XR169,,2102-05-15,2102-05-20,6.65e-07
2015XR169,,2015XR169,,2101-06-13,2101-06-13,1.4e-08
2015XR169,,2015XR169,,2101-05-09,2101-05-24,4.5054000000000006e-07
2015XR169,,2015XR169,,2100-12-14,2100-12-14,1e-08
2015XR169,,2015XR169,,2100-05-17,2100-05-22,1.6118900000000001e-06
2015XR169,,2015XR169,,2090-05-22,2090-05-25,1.88e-08
2015XR169,,2015XR169,,2098-05-14,2098-05-21,6.50986e-07
2015XR169,,2015XR169,,2093-12-13,2093-12-14,9.46e-07
2015XR169,,2015XR169,,2096-12-12,2096-12-14,7.32143e-07
2015XR169,,2015XR169,,2096-05-11,2096-05-21,8.188794999999999e-07
2015XR169,,2015XR169,,2095-05-13,2095-05-19,7.083999999999999e-08
2015XR169,,2015XR169,,2094-05-16,2094-05-22,2.359307e-06
2015XR169,,2015XR169,,2093-05-17,2093-05-20,1.9569999999999999e-07
2015XR169,,2015XR169,,2092-05-23,2092-05-23,8.51e-08
2015XR169,,2015XR169,,2103-05-19,2103-05-24,2.1459999999999998e-07
2015XR169,,2015XR169,,2097-05-17,2097-05-18,7.83911e-07
2015XR169,,2015XR169,,2104-05-18,2104-05-22,2.9223734e-06
2015XR169,,2015XR169,,2111-05-24,2111-05-24,8.82e-09
2015XR169,,2015XR169,,2105-05-12,2105-05-20,1.87428731e-05
2015XR169,,2015XR169,,2090-05-11,2090-05-11,9.915e-08
2015XR169,,2015XR169,,2122-05-17,2122-05-20,6.6821086000000015e-06
2015XR169,,2015XR169,,2121-05-16,2121-05-23,9.618601999999999e-07
2015XR169,,2015XR169,,2120-05-18,2120-05-23,4.046420400000001e-06
2015XR169,,2015XR169,,2119-05-14,2119-05-22,1.3247300000000002e-06
2015XR169,,2015XR169,,2118-05-15,2118-05-20,2.7193999999999997e-06
2015XR169,,2015XR169,,2117-05-09,2117-05-23,1.10684e-06
2015XR169,,2015XR169,,2116-05-17,2116-05-21,2.4730118000000003e-06
2015XR169,,2015XR169,,2104-12-14,2104-12-14,2.09e-07
2015XR169,,2015XR169,,2115-05-19,2115-05-21,3.469e-07
2015XR169,,2015XR169,,2113-05-15,2113-05-23,3.4801e-07
2015XR169,,2015XR169,,2112-05-13,2112-05-22,3.7469536999999996e-06
2015XR169,,2015XR169,,2111-05-17,2111-05-17,6.11e-10
2015XR169,,2015XR169,,2110-05-15,2110-05-26,1.6751849999999999e-06
2015XR169,,2015XR169,,2109-05-16,2109-05-23,4.3309894e-06
2015XR169,,2015XR169,,2108-05-12,2108-05-22,3.6309637000000005e-06
2015XR169,,2015XR169,,2107-05-19,2107-05-26,1.07782e-06
2015XR169,,2015XR169,,2106-05-15,2106-05-26,1.5990549999999999e-06
2015XR169,,2015XR169,,2114-05-14,2114-05-21,5.565920000000001e-07
2015XR169,,2015XR169,,2089-05-17,2089-05-20,4.931e-07
2015XR169,,2015XR169,,2091-05-18,2091-05-19,1.9853e-07
2015XR169,,2015XR169,,2087-06-16,2087-06-16,9.95e-10
2015XR169,,2015XR169,,2070-05-18,2070-05-19,8.217e-07
2015XR169,,2015XR169,,2069-12-13,2069-12-14,2.1844e-07
2015XR169,,2015XR169,,2069-05-18,2069-05-21,6.64e-08
2015XR169,,2015XR169,,2068-05-11,2068-05-11,3.94e-09
2015XR169,,2015XR169,,2067-12-11,2067-12-14,2.1301999999999998e-08
2015XR169,,2015XR169,,2067-05-18,2067-05-18,3.36e-08
2015XR169,,2015XR169,,2066-12-13,2066-12-13,9.15e-07
2015XR169,,2015XR169,,2066-06-03,2066-06-03,2.52e-09
2015XR169,,2015XR169,,2071-12-14,2071-12-14,7.45e-09
2015XR169,,2015XR169,,2065-12-13,2065-12-14,1.152e-07
2015XR169,,2015XR169,,2064-05-11,2064-05-11,5.57e-09
2015XR169,,2015XR169,,2063-12-11,2063-12-14,8.0025e-09
2015XR169,,2015XR169,,2058-12-13,2058-12-14,2.0932999999999998e-05
2015XR169,,2015XR169,,2057-12-14,2057-12-14,7.12e-09
2015XR169,,2015XR169,,2055-12-10,2055-12-11,1.8401838e-06
2015XR169,,2015XR169,,2054-12-14,2054-12-14,2.65e-05
2015XR169,,2015XR169,,2050-12-14,2050-12-14,1.02e-05
2015XR169,,2015XR169,,2088-05-17,2088-05-23,2.544e-07
2015XR169,,2015XR169,,2064-06-17,2064-06-17,1.24e-08
2015XR169,,2015XR169,,2072-05-18,2072-05-20,2.595e-08
2015XR169,,2015XR169,,2062-12-13,2062-12-13,3.7517e-05
2015XR169,,2015XR169,,2073-05-17,2073-05-17,5.718e-08
2015XR169,,2015XR169,,2072-12-13,2072-12-13,2.55e-08
2015XR169,,2015XR169,,2087-05-14,2087-05-19,7.48643e-07
2015XR169,,2015XR169,,2086-05-15,2086-05-20,1.30249e-08
2015XR169,,2015XR169,,2085-05-17,2085-05-21,1.3663e-07
2015XR169,,2015XR169,,2084-05-16,2084-05-16,1.75e-09
2015XR169,,2015XR169,,2083-05-14,2083-05-19,6.363700000000001e-07
2015XR169,,2015XR169,,2082-06-04,2082-06-04,1.82e-09
2015XR169,,2015XR169,,2082-05-28,2082-05-28,6.23e-09
2015XR169,,2015XR169,,2082-05-17,2082-05-20,7.769999999999999e-08
2015XR169,,2015XR169,,2084-05-23,2084-05-23,2.38e-08
2015XR169,,2015XR169,,2080-05-11,2080-05-23,3.6179300000000004e-07
2015XR169,,2015XR169,,2079-12-13,2079-12-13,9.84e-09
2015XR169,,2015XR169,,2078-05-12,2078-05-12,3.56e-11
2015XR169,,2015XR169,,2077-12-13,2077-12-14,3.235e-06
2015XR169,,2015XR169,,2077-05-21,2077-05-24,4.7499999999999995e-08
2015XR169,,2015XR169,,2076-05-23,2076-05-23,2.22e-11
2015XR169,,2015XR169,,2075-12-13,2075-12-13,2.68e-08
2015XR169,,2015XR169,,2081-12-13,2081-12-14,2.624e-07
2015XR169,,2015XR169,,2075-05-18,2075-05-18,1.96e-08
2015XR169,,2015XR169,,2073-12-13,2073-12-14,5.49e-07
2015XX378,,2015XX378,,2118-12-24,2118-12-24,2.4e-07
2015YJ,,2015YJ,,2107-05-25,2107-06-01,2.4362e-07
2015YJ,,2015YJ,,2106-05-24,2106-05-28,1.2869000000000002e-07
2015YJ,,2015YJ,,2105-05-26,2105-05-29,1.813411e-06
2015YJ,,2015YJ,,2104-05-23,2104-05-26,1.065e-08
2015YJ,,2015YJ,,2103-05-26,2103-05-26,1.796e-07
2015YJ,,2015YJ,,2099-05-24,2099-05-27,5.076e-08
2015YJ,,2015YJ,,2102-05-27,2102-05-28,9.658e-08
2015YJ,,2015YJ,,2101-05-27,2101-06-05,3.1312e-07
2015YJ,,2015YJ,,2097-05-25,2097-05-25,4.46e-09
2015YJ,,2015YJ,,2108-05-26,2108-05-26,1.7127e-07
2015YJ,,2015YJ,,2096-05-26,2096-05-26,1.74e-09
2015YJ,,2015YJ,,2102-06-04,2102-06-04,1.48e-08
2015YJ,,2015YJ,,2109-05-25,2109-05-27,3.4506000000000005e-07
2015YJ,,2015YJ,,2118-05-24,2118-05-26,7.8728e-08
2015YJ,,2015YJ,,2111-05-24,2111-06-01,1.6394099999999998e-06
2015YJ,,2015YJ,,2112-05-26,2112-05-26,1.6569999999999998e-07
2015YJ,,2015YJ,,2113-05-25,2113-05-28,1.946786e-07
2015YJ,,2015YJ,,2114-05-25,2114-05-27,2.6622999999999998e-09
2015YJ,,2015YJ,,2114-06-03,2114-06-03,9.25e-09
2015YJ,,2015YJ,,2115-05-26,2115-05-28,1.4252e-09
2015YJ,,2015YJ,,2116-05-27,2116-05-28,1.083e-08
2015YJ,,2015YJ,,2117-05-25,2117-05-28,4.8271e-07
2015YJ,,2015YJ,,2119-05-24,2119-05-26,5.615e-08
2015YJ,,2015YJ,,2120-05-27,2120-05-27,3.93e-09
2015YJ,,2015YJ,,2121-05-27,2121-06-02,2.7526e-07
2015YJ,,2015YJ,,2122-05-26,2122-05-27,1.1454500000000001e-07
2015YJ,,2015YJ,,2095-05-26,2095-05-27,5.425600000000001e-07
2015YJ,,2015YJ,,2110-05-23,2110-06-01,2.20672e-06
2015YJ,,2015YJ,,2093-05-25,2093-05-25,2.81e-09
2015YJ,,2015YJ,,2085-05-25,2085-05-26,3.2191e-07
2015YJ,,2015YJ,,2089-05-27,2089-05-30,4.74e-08
2015YJ,,2015YJ,,2042-12-13,2042-12-13,5.89e-05
2015YJ,,2015YJ,,2092-05-24,2092-05-24,4.4849999999999997e-07
2015YJ,,2015YJ,,2045-12-13,2045-12-13,5.76e-08
2015YJ,,2015YJ,,2052-12-13,2052-12-13,2.12e-05
2015YJ,,2015YJ,,2055-12-13,2055-12-14,1.4736e-07
2015YJ,,2015YJ,,2059-12-14,2059-12-14,0.001493
2015YJ,,2015YJ,,2060-12-13,2060-12-13,8.19e-08
2015YJ,,2015YJ,,2061-12-13,2061-12-13,2.41e-08
2015YJ,,2015YJ,,2062-12-13,2062-12-14,5.57e-06
2015YJ,,2015YJ,,2063-12-14,2063-12-14,5.450000000000001e-07
2015YJ,,2015YJ,,2064-12-13,2064-12-13,1.093e-07
2015YJ,,2015YJ,,2065-12-12,2065-12-13,1.081e-07
2015YJ,,2015YJ,,2066-12-13,2066-12-14,2.7982856000000002e-06
2015YJ,,2015YJ,,2070-12-14,2070-12-14,6.85e-09
2015YJ,,2015YJ,,2069-12-13,2069-12-13,1.02e-08
2015YJ,,2015YJ,,2074-05-30,2074-05-30,5.35e-08
2015YJ,,2015YJ,,2088-06-01,2088-06-01,2.8879999999999998e-08
2015YJ,,2015YJ,,2088-05-24,2088-05-24,2.46e-10
2015YJ,,2015YJ,,2086-06-06,2086-06-06,1.72e-08
2015YJ,,2015YJ,,2086-05-22,2086-05-25,6.92e-08
2015YJ,,2015YJ,,2085-06-08,2085-06-08,9.45e-09
2015YJ,,2015YJ,,2071-12-14,2071-12-14,1.29e-08
2015YJ,,2015YJ,,2082-05-25,2082-05-25,4.4720000000000003e-07
2015YJ,,2015YJ,,2082-12-14,2082-12-14,3.3289999999999996e-08
2015YJ,,2015YJ,,2079-06-11,2079-06-11,6.27e-09
2015YJ,,2015YJ,,2079-05-09,2079-05-09,4.7e-09
2015YJ,,2015YJ,,2076-12-13,2076-12-13,4.1100000000000004e-08
2015YJ,,2015YJ,,2075-12-14,2075-12-14,8.593e-08
2015YJ,,2015YJ,,2074-06-10,2074-06-10,1.74e-08
2015YJ,,2015YJ,,2081-05-29,2081-05-29,1.663e-08
2015YM1,,2015YM1,,2115-12-18,2115-12-18,5.48e-07
2015YM1,,2015YM1,,2121-06-17,2121-06-17,1.67e-08
2015YM1,,2015YM1,,2117-12-18,2117-12-18,1.02e-07
2015YM1,,2015YM1,,2115-06-18,2115-06-18,1.73e-09
2015YM1,,2015YM1,,2096-06-16,2096-06-16,5.2309999999999996e-06
2015YM1,,2015YM1,,2113-06-17,2113-06-17,8.16e-10
2015YM1,,2015YM1,,2112-06-17,2112-06-17,8.42e-08
2015YM1,,2015YM1,,2111-12-18,2111-12-18,3.86e-09
2015YM1,,2015YM1,,2110-06-18,2110-06-18,2.3e-07
2015YM1,,2015YM1,,2114-12-18,2114-12-18,2.03e-09
2016AB166,,2016AB166,,2106-01-12,2106-01-12,2.85e-08
2016AB166,,2016AB166,,2108-01-13,2108-01-13,2.904e-07
2016AB166,,2016AB166,,2109-01-12,2109-01-12,7.51e-09
2016AB166,,2016AB166,,2115-01-12,2115-01-12,6.58e-10
2016AF2,,2016AF2,,2103-03-29,2103-03-29,3.67e-09
2016AF2,,2016AF2,,2093-03-26,2093-03-26,5.14e-10
2016AQ164,,2016AQ164,,2035-01-10,2035-01-10,8.28e-08
2016AU193,,2016AU193,,2109-12-31,2109-12-31,9.25e-08
2016BA15,,2016BA15,,2103-07-21,2103-07-21,7.87e-08
2016BA15,,2016BA15,,2098-07-19,2098-07-19,3.652e-07
2016BA15,,2016BA15,,2103-02-13,2103-02-13,4.36e-10
2016BA15,,2016BA15,,2104-07-20,2104-07-20,1.9448699000000003e-06
2016BA15,,2016BA15,,2096-07-19,2096-07-19,7.74e-08
2016BA15,,2016BA15,,2108-07-20,2108-07-20,5.78e-08
2016BA15,,2016BA15,,2116-07-20,2116-07-20,1.43e-09
2016BA15,,2016BA15,,2118-07-20,2118-07-20,1.561e-07
2016BA15,,2016BA15,,2106-07-20,2106-07-20,8.86e-08
2016BA15,,2016BA15,,2092-07-19,2092-07-19,1.5310000000000001e-07
2016BA15,,2016BA15,,2056-07-18,2056-07-18,1.08e-05
2016BA15,,2016BA15,,2087-07-19,2087-07-19,1.43e-08
2016BA15,,2016BA15,,2086-07-19,2086-07-19,1.6e-08
2016BA15,,2016BA15,,2082-07-19,2082-07-19,4.11e-09
2016BA15,,2016BA15,,2079-07-19,2079-07-19,1.86e-08
2016BA15,,2016BA15,,2076-07-18,2076-07-18,1.59e-08
2016BA15,,2016BA15,,2073-07-19,2073-07-19,8.01e-07
2016BA15,,2016BA15,,2071-07-19,2071-07-19,1.68e-08
2016BA15,,2016BA15,,2066-07-19,2066-07-19,8.5e-09
2016BA15,,2016BA15,,2060-07-18,2060-07-18,9.12e-09
2016BA15,,2016BA15,,2089-07-19,2089-07-19,3.3e-07
2016BA15,,2016BA15,,2054-07-19,2054-07-19,1.64e-06
2016CD30,,2016CD30,,2056-02-01,2056-02-01,8.37e-07
2016CD30,,2016CD30,,2061-01-31,2061-01-31,7.25899e-08
2016CD30,,2016CD30,,2066-01-31,2066-01-31,6.47e-08
2016CD30,,2016CD30,,2070-01-31,2070-01-31,5.6669420000000005e-05
2016CE31,,2016CE31,,2120-07-23,2120-07-23,3.045e-07
2016CE31,,2016CE31,,2118-07-23,2118-07-23,7.444e-07
2016CE31,,2016CE31,,2116-07-23,2116-07-23,5.1899999999999997e-11
2016CE31,,2016CE31,,2101-07-23,2101-07-23,3.79e-10
2016CE31,,2016CE31,,2119-07-23,2119-07-24,1.555556e-06
2016CG18,,2016CG18,,2107-08-08,2107-08-08,3.21e-08
2016CG18,,2016CG18,,2122-02-04,2122-02-05,4.559e-07
2016CG18,,2016CG18,,2121-02-04,2121-02-04,3.06e-08
2016CG18,,2016CG18,,2120-08-06,2120-08-06,3.0900000000000003e-07
2016CG18,,2016CG18,,2120-02-05,2120-02-05,3.8100000000000005e-05
2016CG18,,2016CG18,,2119-08-08,2119-08-08,3.26e-09
2016CG18,,2016CG18,,2119-02-05,2119-02-05,1.56e-09
2016CG18,,2016CG18,,2118-02-05,2118-02-05,2.5514e-05
2016CG18,,2016CG18,,2116-02-05,2116-02-05,4.165e-06
2016CG18,,2016CG18,,2115-08-07,2115-08-07,4.8e-07
2016CG18,,2016CG18,,2112-02-05,2112-02-05,1.62e-05
2016CG18,,2016CG18,,2105-02-04,2105-02-04,2.01e-07
2016CG18,,2016CG18,,2113-02-04,2113-02-04,3.07e-06
2016CG18,,2016CG18,,2101-02-05,2101-02-05,3.02e-07
2016CG18,,2016CG18,,2103-02-05,2103-02-05,1.6e-05
2016CG18,,2016CG18,,2062-08-07,2062-08-07,3.73e-05
2016CG18,,2016CG18,,2073-02-04,2073-02-04,1.4e-06
2016CG18,,2016CG18,,2074-02-04,2074-02-04,1.912e-07
2016CG18,,2016CG18,,2077-02-04,2077-02-04,1.06e-06
2016CG18,,2016CG18,,2081-08-06,2081-08-06,1.8e-08
