n_imp,fullname,des,v_inf,ps_max,ip,range,ts_max,diameter,h,last_obs_jd,ps_cum,id,last_obs
89,(2025 UK9),2025 UK9,7.52401277015807,-6.68,0.0001593373699,2040-2125,0,0.0037,29.80,2460978.5,-6.33,bK25U09K,2025-10-30
7,(2025 SV6),2025 SV6,4.60332589410608,-7.52,2.055321e-06,2110-2125,0,0.012,27.18,2460953.5,-7.22,bK25S06V,2025-10-05
51,(2025 SY1),2025 SY1,6.89463259486334,-7.23,0.000148716402,2042-2124,0,0.0016,31.66,2460937.5,-7.08,bK25S01Y,2025-09-19
114,(2025 SQ4),2025 SQ4,8.74890495863447,-4.55,0.0006142177101,2103-2125,0,0.018,26.40,2460965.5,-4.20,bK25S04Q,2025-10-17
1,(2025 VP2),2025 VP2,9.03,-7.90,3.372e-09,2048-2048,0,0.046,24.33,2461002.5,-7.90,bK25V02P,2025-11-23
9,(2025 YU11),2025 YU11,1.11692224467073,-8.21,1.651681e-07,2041-2110,0,0.0095,27.76,2461031.5,-7.97,bK25Y11U,2025-12-22
1,(2025 UX18),2025 UX18,7.16,-10.70,1.781e-08,2112-2112,0,0.0029,30.34,2460980.5,-10.70,bK25U18X,2025-11-01
4,(2025 UR),2025 UR,11.4323269545493,-5.71,8.04124e-06,2052-2093,0,0.019,26.23,2460969.5,-5.68,bK25U00R,2025-10-21
3,(2024 CZ3),2024 CZ3,8.72166409721593,-6.01,1.32324e-06,2080-2123,0,0.035,24.94,2460380.5,-6.00,bK24C03Z,2024-03-11
1,(2023 LV),2023 LV,8.61,-8.33,1.380e-08,2123-2123,0,0.031,25.16,2460120.5,-8.33,bK23L00V,2023-06-25
19,(2024 FB),2024 FB,9.01216838996358,-6.51,5.239279e-06,2058-2123,0,0.023,25.81,2460404.5,-5.97,bK24F00B,2024-04-04
3,(2024 FD1),2024 FD1,4.80039720758864,-10.31,3.0941e-08,2107-2123,0,0.0045,29.39,2460388.5,-10.08,bK24F01D,2024-03-19
14,(2005 WG57),2005 WG57,9.88400047131651,-6.00,6.95923e-07,2082-2123,0,0.0631,23.64,2453734.5,-5.74,bK05W57G,2005-12-30
23,(2023 HO36),2023 HO36,8.45123832041282,-8.61,9.334127e-06,2082-2123,0,0.0027,30.48,2460052.5,-8.03,bK23H36O,2023-04-18
25,(2025 KF2),2025 KF2,7.89415868810557,-7.52,0.00012366056,2066-2124,0,0.0018,31.36,2460816.5,-7.16,bK25K02F,2025-05-21
4,(2024 JT),2024 JT,6.33493952252538,-8.42,5.0432e-07,2106-2124,0,0.0074,28.32,2460442.5,-8.29,bK24J00T,2024-05-12
45,(2020 FZ46),2020 FZ46,14.6368832852851,-5.04,1.05114141e-05,2046-2117,0,0.052,24.07,2458928.5,-4.47,bK20F46Z,2020-03-20
50,(2021 KB22),2021 KB22,6.1007931545381,-7.95,2.27168542e-05,2056-2119,0,0.0035,29.95,2459364.5,-7.32,bK21K22B,2021-05-30
3,(2024 GW4),2024 GW4,11.7820758905849,-7.49,4.12594e-06,2099-2102,0,0.0056,28.90,2460413.5,-7.45,bK24G04W,2024-04-13
40,(2008 HJ),2008 HJ,7.529890825475,-4.70,0.000267887678,2077-2123,0,0.024,25.75,2454586.5,-4.23,bK08H00J,2008-04-30
43,(2024 GF6),2024 GF6,8.23984385982526,-5.96,3.4005726e-05,2116-2124,0,0.015,26.81,2460417.5,-5.72,bK24G06F,2024-04-17
3,(2024 HL2),2024 HL2,13.9053904425378,-8.76,8.2637e-09,2079-2104,0,0.024,25.71,2460435.5,-8.46,bK24H02L,2024-05-05
1,(2024 HO2),2024 HO2,7.98,-9.79,1.164e-08,2045-2045,0,0.0044,29.44,2460433.5,-9.79,bK24H02O,2024-05-03
19,(2012 EK5),2012 EK5,15.1283166104497,-5.02,3.541933e-05,2064-2111,0,0.0261,25.55,2456005.5,-4.74,bK12E05K,2012-03-19
10,(2012 UU158),2012 UU158,12.2788068534277,-5.75,1.1044167e-05,2038-2103,0,0.015,26.72,2456237.5,-5.70,bK12UF8U,2012-11-06
3,(2021 MV),2021 MV,9.71149315281668,-6.87,5.1408e-07,2056-2115,0,0.017,26.43,2459389.5,-6.86,bK21M00V,2021-06-24
1,(2024 HU),2024 HU,21.11,-6.37,7.047e-08,2082-2082,0,0.059,23.80,2460447.5,-6.37,bK24H00U,2024-05-17
1,(2024 JN),2024 JN,3.05,-9.74,1.932e-08,2110-2110,0,0.0076,28.25,2460439.5,-9.74,bK24J00N,2024-05-09
3,(2024 JR1),2024 JR1,12.9610051665702,-4.94,0.0002311398,2076-2085,0,0.0096,27.73,2460436.5,-4.93,bK24J01R,2024-05-06
79,(2024 HQ),2024 HQ,7.29993479746548,-6.23,0.0001966568032,2068-2107,0,0.0045,29.36,2460418.5,-6.02,bK24H00Q,2024-04-18
2,(2024 HZ),2024 HZ,7.14699204021785,-8.17,1.1935e-06,2109-2121,0,0.0063,28.65,2460433.5,-8.10,bK24H00Z,2024-05-03
2,(2024 EK3),2024 EK3,6.85066197460782,-8.38,8.57193e-07,2118-2123,0,0.0055,28.93,2460384.5,-8.38,bK24E03K,2024-03-15
5,(2010 FD),2010 FD,9.73583297105155,-6.54,1.56416e-06,2043-2104,0,0.021,26.04,2455301.5,-6.44,bK10F00D,2010-04-15
3,(2023 SD3),2023 SD3,4.15000843541925,-7.16,4.880611e-07,2055-2091,0,0.015,26.77,2460232.5,-7.16,bK23S03D,2023-10-15
8,(2024 EJ4),2024 EJ4,6.70201189378192,-9.74,1.45286e-07,2074-2100,0,0.0045,29.40,2460382.5,-9.21,bK24E04J,2024-03-13
1,(2019 LD42),2019 LD42,13.16,-9.45,2.390e-08,2087-2087,0,0.0062,28.68,2458641.5,-9.45,bK19L42D,2019-06-07
37,(2022 JN11),2022 JN11,6.1863872293022,-6.76,0.000119458625,2071-2120,0,0.00451,29.36,2459706.5,-6.37,bK22J11N,2022-05-07
8,(2024 JH3),2024 JH3,9.27447185339314,-7.56,4.1669481e-06,2059-2072,0,0.0059,28.80,2460442.5,-7.18,bK24J03H,2024-05-12
3,(2024 RG7),2024 RG7,10.9745468814151,-6.30,9.35296e-07,2102-2116,0,0.041,24.57,2460566.5,-6.04,bK24R07G,2024-09-13
7,(2024 JN3),2024 JN3,12.9453062154249,-5.56,2.598873e-05,2072-2124,0,0.014,26.92,2460438.5,-5.54,bK24J03N,2024-05-08
13,(2024 LG5),2024 LG5,7.96705951949997,-7.23,2.2358958e-06,2096-2122,0,0.016,26.61,2460481.5,-6.81,bK24L05G,2024-06-20
8,(2007 UT3),2007 UT3,9.03398908091808,-6.96,6.19466e-07,2064-2119,0,0.024,25.72,2454396.5,-6.66,bK07U03T,2007-10-23
1,(2024 JV6),2024 JV6,8.48,-11.03,6.497e-10,2105-2105,0,0.0078,28.19,2460440.5,-11.03,bK24J06V,2024-05-10
2,(2024 JT3),2024 JT3,9.61347326856133,-9.93,1.9247e-08,2095-2104,0,0.0051,29.10,2460439.5,-9.91,bK24J03T,2024-05-09
12,(2024 JW16),2024 JW16,23.9255113501842,-3.98,2.3158699e-06,2082-2121,0,0.22,20.98,2460446.5,-3.63,bK24J16W,2024-05-16
1,(2024 KB1),2024 KB1,11.09,-9.35,2.761e-08,2109-2109,0,0.0077,28.21,2460460.5,-9.35,bK24K01B,2024-05-30
2,(2024 LZ4),2024 LZ4,21.3929509772509,-7.09,1.2484e-07,2052-2079,0,0.02,26.11,2460477.5,-6.98,bK24L04Z,2024-06-16
1,(2024 LA),2024 LA,19.02,-8.42,4.563e-09,2078-2078,0,0.026,25.55,2460468.5,-8.42,bK24L00A,2024-06-07
34,(2024 HC),2024 HC,1.90667812975653,-7.08,1.24626084e-05,2081-2124,0,0.011,27.42,2460473.5,-6.51,bK24H00C,2024-06-12
11,(2024 JN16),2024 JN16,7.18079532812866,-8.14,4.05405e-06,2086-2120,0,0.0041,29.59,2460444.5,-7.95,bK24J16N,2024-05-14
9,(2024 QL1),2024 QL1,4.21978283505384,-6.48,3.433381e-05,2104-2120,0,0.011,27.54,2460563.5,-6.18,bK24Q01L,2024-09-10
68,(2024 RC13),2024 RC13,6.83116137494725,-7.54,1.68771042e-05,2087-2124,0,0.007,28.43,2460567.5,-6.82,bK24R13C,2024-09-14
11,(2024 TK13),2024 TK13,8.07503253166595,-8.73,4.707106e-07,2066-2113,0,0.0063,28.64,2460604.5,-8.35,bK24T13K,2024-10-21
20,(2024 RL8),2024 RL8,13.217293576531,-7.48,2.213508e-06,2066-2124,0,0.011,27.46,2460564.5,-6.94,bK24R08L,2024-09-11
7,(2019 GX186),2019 GX186,21.6973394099888,-5.84,7.016579e-07,2034-2083,0,0.0363,24.85,2458581.5,-5.56,bK19GI6X,2019-04-08
5,(2024 MS1),2024 MS1,15.5993462452173,-5.39,2.261276e-05,2102-2123,0,0.022,25.93,2460490.5,-5.27,bK24M01S,2024-06-29
1,(2024 MH1),2024 MH1,6.05,-10.61,1.008e-10,2104-2104,0,0.027,25.48,2460646.5,-10.61,bK24M01H,2024-12-02
9,(2024 WA),2024 WA,8.89466201446958,-7.63,8.88899e-07,2066-2080,0,0.014,26.84,2460645.5,-7.01,bK24W00A,2024-12-01
3,(2024 WU24),2024 WU24,10.0604423318435,-6.27,1.316229e-05,2081-2086,0,0.01,27.65,2460643.5,-6.26,bK24W24U,2024-11-29
1,(2024 US),2024 US,7.64,-9.69,1.342e-08,2120-2120,0,0.0088,27.92,2460624.5,-9.69,bK24U00S,2024-11-10
5,(2024 WT3),2024 WT3,10.495075621415,-8.02,2.046378e-07,2079-2123,0,0.011,27.50,2460645.5,-7.98,bK24W03T,2024-12-01
11,(2024 RH6),2024 RH6,10.5420998483571,-7.77,2.178143e-06,2066-2089,0,0.0066,28.55,2460559.5,-7.42,bK24R06H,2024-09-06
8,(2020 MQ61),2020 MQ61,13.1465001103746,-7.72,6.844873e-06,2047-2112,0,0.00318,30.15,2459017.5,-7.40,bK20M61Q,2020-06-17
6,(2014 QJ365),2014 QJ365,11.9637146002673,-8.47,1.740338e-07,2106-2121,0,0.011,27.52,2456901.5,-8.22,bK14Qa5J,2014-09-01
2,(2024 QQ),2024 QQ,5.04355833242388,-6.58,3.6652e-06,2046-2122,0,0.01,27.56,2460551.5,-6.56,bK24Q00Q,2024-08-29
22,(2024 PR5),2024 PR5,20.2576903344095,-5.46,5.7675462e-05,2107-2124,0,0.012,27.23,2460536.5,-5.32,bK24P05R,2024-08-14
1,(2022 PC2),2022 PC2,3.76,-8.50,9.737e-08,2121-2121,0,0.013,27.03,2459823.5,-8.50,bK22P02C,2022-09-01
5,(2024 SO4),2024 SO4,10.5099766566279,-6.33,6.793363e-06,2111-2120,0,0.018,26.40,2460591.5,-6.12,bK24S04O,2024-10-08
9,(2024 SQ),2024 SQ,12.6245636226679,-5.87,9.1512533e-06,2084-2122,0,0.023,25.85,2460581.5,-5.66,bK24S00Q,2024-09-28
2,(2024 RK13),2024 RK13,5.27638379039804,-8.95,1.3893e-07,2075-2119,0,0.0072,28.37,2460569.5,-8.78,bK24R13K,2024-09-16
42,(2024 RP1),2024 RP1,6.37179841543408,-7.15,2.960306e-05,2094-2124,0,0.0047,29.27,2460563.5,-6.93,bK24R01P,2024-09-10
14,(2024 TB7),2024 TB7,7.80905323515005,-7.86,3.5562199e-06,2086-2124,0,0.0048,29.23,2460592.5,-7.74,bK24T07B,2024-10-09
8,(2024 RQ10),2024 RQ10,11.0508590617018,-5.69,7.12578059e-05,2096-2117,0,0.0092,27.82,2460567.5,-5.69,bK24R10Q,2024-09-14
2,(2024 RQ5),2024 RQ5,5.6794527991912,-7.88,4.7478e-07,2065-2115,0,0.00849,28.01,2460568.5,-7.88,bK24R05Q,2024-09-15
23,(2024 RW13),2024 RW13,22.2856291985257,-4.97,0.000189269118,2085-2117,0,0.013,27.09,2460566.5,-4.55,bK24R13W,2024-09-13
5,(2024 RA16),2024 RA16,1.24133280497625,-7.80,5.50133e-06,2097-2116,0,0.0058,28.84,2460565.5,-7.57,bK24R16A,2024-09-12
7,(2024 RN2),2024 RN2,7.93717463552091,-7.76,1.0424878e-06,2086-2124,0,0.011,27.51,2460567.5,-7.55,bK24R02N,2024-09-14
1,(2024 SN1),2024 SN1,16.04,-7.50,3.613e-07,2078-2078,0,0.011,27.41,2460591.5,-7.50,bK24S01N,2024-10-08
1,(2024 TG5),2024 TG5,7.67,-9.12,1.806e-08,2075-2075,0,0.01,27.59,2460593.5,-9.12,bK24T05G,2024-10-10
5,(2019 TX),2019 TX,7.04593236698323,-9.24,5.8019e-08,2061-2101,0,0.0063,28.67,2458759.5,-9.04,bK19T00X,2019-10-03
14,(2024 RB3),2024 RB3,13.9297862530739,-5.39,0.000127986823,2083-2122,0,0.0099,27.68,2460560.5,-5.38,bK24R03B,2024-09-07
1,(2024 RL3),2024 RL3,6.77,-8.86,3.584e-08,2035-2035,0,0.0052,29.08,2460562.5,-8.86,bK24R03L,2024-09-09
1,(2024 RZ21),2024 RZ21,17.01,-9.77,2.183e-10,2114-2114,0,0.034,25.01,2460573.5,-9.77,bK24R21Z,2024-09-20
1,(2024 RC16),2024 RC16,18.14,-5.26,5.958e-05,2062-2062,0,0.0093,27.80,2460565.5,-5.26,bK24R16C,2024-09-12
1,(2024 RE16),2024 RE16,22.10,-6.68,4.962e-07,2046-2046,0,0.012,27.17,2460565.5,-6.68,bK24R16E,2024-09-12
1,(2024 RY10),2024 RY10,5.22,-7.57,3.148e-07,2081-2081,0,0.015,26.71,2460566.5,-7.57,bK24R10Y,2024-09-13
16,(2024 SL1),2024 SL1,7.99836563020499,-8.06,2.6400751e-06,2110-2123,0,0.0056,28.92,2460582.5,-7.87,bK24S01L,2024-09-29
20,(2024 RF10),2024 RF10,8.76679660377157,-4.88,0.000526086756,2092-2118,0,0.01,27.56,2460586.5,-4.74,bK24R10F,2024-10-03
2,(2024 TC22),2024 TC22,27.3611065907242,-6.84,9.832e-08,2090-2111,0,0.04,24.63,2460596.5,-6.59,bK24T22C,2024-10-13
5,(2024 RA5),2024 RA5,3.37833307742773,-7.97,3.58205e-06,2115-2120,0,0.0056,28.90,2460566.5,-7.83,bK24R05A,2024-09-13
37,(2024 RS16),2024 RS16,11.3146062851143,-7.21,2.5819928e-05,2096-2118,0,0.005,29.17,2460567.5,-6.82,bK24R16S,2024-09-14
1,(2024 UD1),2024 UD1,7.73,-10.31,1.584e-08,2123-2123,0,0.0046,29.34,2460608.5,-10.31,bK24U01D,2024-10-25
3,(2024 RZ3),2024 RZ3,2.53989252254648,-8.68,7.48343e-08,2102-2121,0,0.014,26.91,2460594.5,-8.49,bK24R03Z,2024-10-11
21,(2024 SN8),2024 SN8,13.7800231727783,-5.80,7.6793554e-06,2078-2124,0,0.023,25.88,2460590.5,-5.66,bK24S08N,2024-10-07
59,(2024 ST),2024 ST,11.4042375081397,-7.40,3.86025911e-05,2068-2122,0,0.00394,29.67,2460581.5,-6.90,bK24S00T,2024-09-28
12,(2021 UG2),2021 UG2,13.0419822387282,-7.72,2.1505442e-06,2075-2119,0,0.009,27.88,2459518.5,-7.19,bK21U02G,2021-10-31
10,(2022 MK1),2022 MK1,6.435183646348,-5.19,9.22534e-06,2099-2123,0,0.055,23.95,2459877.5,-4.92,bK22M01K,2022-10-25
3,(2024 RH2),2024 RH2,4.72769435818517,-7.05,3.6389e-07,2100-2117,0,0.034,25.01,2460586.5,-6.86,bK24R02H,2024-10-03
6,(2024 TT),2024 TT,7.06826581651075,-7.76,7.72721e-07,2080-2121,0,0.01,27.61,2460591.5,-7.71,bK24T00T,2024-10-08
2,(2024 TG),2024 TG,10.3910583689803,-7.36,2.8988e-06,2089-2096,0,0.00719,28.38,2460587.5,-7.32,bK24T00G,2024-10-04
1,(2024 TH),2024 TH,10.75,-6.93,1.390e-07,2112-2112,0,0.041,24.56,2460592.5,-6.93,bK24T00H,2024-10-09
18,(2024 TQ9),2024 TQ9,6.91218241214404,-8.37,1.2229734e-05,2056-2111,0,0.0024,30.74,2460593.5,-7.84,bK24T09Q,2024-10-10
1,(2024 TK5),2024 TK5,8.93,-3.63,3.347e-04,2028-2028,0,0.0099,27.67,2460591.5,-3.63,bK24T05K,2024-10-08
32,(2010 TW149),2010 TW149,17.0713047897494,-6.27,6.800314e-06,2071-2107,0,0.0227,25.89,2455484.5,-5.57,bK10TE9W,2010-10-15
2,(2014 HJ198),2014 HJ198,22.51176917965,-9.05,4.0629e-09,2106-2111,0,0.017,26.50,2456774.5,-9.02,bK14HJ8J,2014-04-27
30,(2015 WP2),2015 WP2,12.6207799644318,-6.56,0.0001985615878,2077-2121,0,0.0033,30.08,2457349.5,-6.32,bK15W02P,2015-11-23
3,(2024 TO6),2024 TO6,17.4280942960423,-7.82,9.6547e-08,2058-2113,0,0.012,27.19,2460595.5,-7.78,bK24T06O,2024-10-12
3,(2024 TU8),2024 TU8,10.7239332840705,-9.58,9.473e-09,2059-2104,0,0.0088,27.92,2460595.5,-9.43,bK24T08U,2024-10-12
1,(2024 WD18),2024 WD18,8.08,-7.34,1.318e-07,2119-2119,0,0.032,25.16,2460735.5,-7.34,bK24W18D,2025-03-01
6,(2024 TW17),2024 TW17,20.704051423891,-4.88,1.0286075e-06,2118-2124,0,0.15,21.71,2460623.5,-4.45,bK24T17W,2024-11-09
11,(2024 TL2),2024 TL2,8.71853562389416,-7.92,1.4637114e-05,2078-2121,0,0.0024,30.74,2460588.5,-7.75,bK24T02L,2024-10-05
6,(2024 TY13),2024 TY13,18.8401323119038,-7.37,1.6477429e-06,2062-2083,0,0.0065,28.60,2460591.5,-7.34,bK24T13Y,2024-10-08
16,(2024 UG21),2024 UG21,13.4124455688054,-7.81,1.192974e-06,2086-2114,0,0.013,27.12,2460607.5,-7.06,bK24U21G,2024-10-24
3,(2024 UB11),2024 UB11,14.3996461796024,-7.59,7.20959e-06,2095-2124,0,0.0035,29.93,2460616.5,-7.58,bK24U11B,2024-11-02
1,(2025 HJ5),2025 HJ5,6.95,-7.62,5.100e-07,2124-2124,0,0.015,26.83,2460797.5,-7.62,bK25H05J,2025-05-02
2,(2024 UK4),2024 UK4,12.2264396316162,-8.79,1.9762e-07,2101-2115,0,0.00726,28.34,2460609.5,-8.53,bK24U04K,2024-10-26
14,(2024 UN2),2024 UN2,10.2532567664277,-6.44,4.105342e-06,2086-2122,0,0.02,26.16,2460608.5,-6.15,bK24U02N,2024-10-25
3,(2024 UL1),2024 UL1,10.5000686078979,-7.34,1.2535e-06,2117-2122,0,0.014,26.99,2460614.5,-7.17,bK24U01L,2024-10-31
3,(2024 UN),2024 UN,14.0631177687894,-8.97,2.1262e-08,2108-2118,0,0.016,26.58,2460613.5,-8.63,bK24U00N,2024-10-30
2,(2020 BB),2020 BB,3.43054606956156,-9.43,6.1787e-08,2114-2123,0,0.0065,28.59,2458874.5,-9.42,bK20B00B,2020-01-26
5,(2021 CZ7),2021 CZ7,9.07498081240517,-6.48,1.956733e-05,2040-2117,0,0.0072,28.36,2459260.5,-6.31,bK21C07Z,2021-02-15
8,(2024 VK2),2024 VK2,8.74999021851102,-4.58,0.00022617211,2100-2123,0,0.018,26.36,2460646.5,-4.57,bK24V02K,2024-12-02
5,(2024 UN8),2024 UN8,4.91755231690497,-6.07,1.3527033e-05,2069-2107,0,0.012,27.17,2460624.5,-6.06,bK24U08N,2024-11-10
3,(2020 UL3),2020 UL3,10.1843707871347,-4.23,3.45519e-05,2122-2124,0,0.075,23.27,2460846.5,-3.98,bK20U03L,2025-06-20
2,(2019 BB5),2019 BB5,7.23213215974777,-9.40,7.612e-09,2109-2119,0,0.016,26.68,2458521.5,-9.30,bK19B05B,2019-02-07
19,(2024 UB5),2024 UB5,11.1506304664432,-7.46,6.129557e-06,2088-2124,0,0.00759,28.26,2460614.5,-7.00,bK24U05B,2024-10-31
29,(2025 DW),2025 DW,7.48721093676594,-6.17,0.0015349276602,2081-2125,0,0.0023,30.83,2460726.5,-5.98,bK25D00W,2025-02-20
55,(2024 UW7),2024 UW7,15.6027046461585,-8.05,1.0801461e-05,2056-2124,0,0.00295,30.30,2460614.5,-7.52,bK24U07W,2024-10-31
16,(2025 SB21),2025 SB21,7.87519237042025,-8.86,8.1248302e-06,2059-2120,0,0.00182,31.33,2460946.5,-8.40,bK25S21B,2025-09-28
2,(2024 UU),2024 UU,11.5899699551722,-5.62,5.513761e-06,2088-2110,0,0.027,25.52,2460627.5,-5.62,bK24U00U,2024-11-13
141,(2024 UV7),2024 UV7,11.1580190961383,-6.97,9.92600059e-05,2093-2124,0,0.0048,29.25,2460616.5,-6.31,bK24U07V,2024-11-02
60,(2024 VR4),2024 VR4,2.29283056526545,-6.99,0.000202056521,2090-2124,0,0.0039,29.70,2460646.5,-6.43,bK24V04R,2024-12-02
22,(2024 UD8),2024 UD8,17.9244378772514,-7.64,2.0111755e-06,2081-2123,0,0.00608,28.74,2460615.5,-7.45,bK24U08D,2024-11-01
3,(2024 VC4),2024 VC4,19.6742757642998,-4.64,1.6224e-05,2046-2055,0,0.028,25.43,2460628.5,-4.46,bK24V04C,2024-11-14
1,(2024 VA2),2024 VA2,16.44,-8.81,1.332e-08,2123-2123,0,0.016,26.63,2460622.5,-8.81,bK24V02A,2024-11-08
5,(2024 VF),2024 VF,4.34038155621976,-6.02,7.5375524e-05,2110-2121,0,0.011,27.38,2460645.5,-5.72,bK24V00F,2024-12-01
5,(2024 VO),2024 VO,2.55962351259722,-9.13,3.0086e-06,2111-2119,0,0.0021,31.03,2460617.5,-8.90,bK24V00O,2024-11-03
2,(2024 WQ2),2024 WQ2,16.9987606251714,-6.46,1.8235e-07,2064-2068,0,0.04,24.64,2460639.5,-6.32,bK24W02Q,2024-11-25
2,(2024 VK3),2024 VK3,11.0931291028446,-8.31,2.2393e-07,2120-2120,0,0.011,27.43,2460629.5,-8.12,bK24V03K,2024-11-15
13,(2024 UD11),2024 UD11,14.2505155005455,-7.06,2.1672334e-05,2085-2114,0,0.0046,29.33,2460615.5,-6.78,bK24U11D,2024-11-01
3,(2024 XH),2024 XH,11.0273124456507,-6.71,3.7949e-06,2070-2078,0,0.012,27.29,2460648.5,-6.56,bK24X00H,2024-12-04
39,(2022 SK333),2022 SK333,10.934580338045,-7.72,2.74310546e-05,2033-2121,0,0.0014,31.87,2459844.5,-7.53,bK22SX3K,2022-09-22
1,(2025 HL1),2025 HL1,5.91,-10.56,1.502e-09,2122-2122,0,0.01,27.65,2460790.5,-10.56,bK25H01L,2025-04-25
19,(2023 HW39),2023 HW39,7.38568131849869,-6.84,0.0008791653957,2042-2123,0,0.0014,31.96,2460051.5,-6.49,bK23H39W,2023-04-17
4,(2020 ME63),2020 ME63,8.59796061482096,-9.51,1.39748e-06,2056-2119,0,0.0014,31.87,2459023.5,-9.35,bK20M63E,2020-06-23
71,(2020 NW8),2020 NW8,9.10437010294545,-8.63,9.7940123e-05,2037-2122,0,0.0011,32.47,2459039.5,-7.74,bK20N08W,2020-07-09
2,(2021 NF90),2021 NF90,14.4263376446562,-6.23,0.00020566,2070-2070,0,0.0029,30.36,2459410.5,-6.14,bK21N90F,2021-07-15
40,(2024 UB1),2024 UB1,7.86482226026396,-6.87,6.6237777e-05,2095-2124,0,0.0068,28.48,2460613.5,-6.22,bK24U01B,2024-10-30
58,(2024 WJ),2024 WJ,3.72818629888759,-8.04,5.4366841e-05,2084-2124,0,0.0037,29.80,2460643.5,-7.04,bK24W00J,2024-11-29
5,(2013 WZ44),2013 WZ44,12.5529973711725,-5.64,1.2505575e-05,2111-2117,0,0.025,25.70,2456648.5,-5.47,bK13W44Z,2013-12-22
11,(2014 WC201),2014 WC201,11.2700460572555,-7.00,1.824034e-06,2098-2121,0,0.02,26.12,2456992.5,-6.57,bK14WK1C,2014-12-01
94,(2024 VP4),2024 VP4,3.38415170407963,-6.16,0.0001762267387,2072-2124,0,0.0064,28.63,2460634.5,-5.97,bK24V04P,2024-11-20
1,(2024 XA),2024 XA,8.98,-9.21,4.034e-07,2043-2043,0,0.0016,31.61,2460645.5,-9.21,bK24X00A,2024-12-01
1,(2024 WS1),2024 WS1,40.25,-6.73,5.453e-08,2045-2045,0,0.021,26.08,2460638.5,-6.73,bK24W01S,2024-11-24
7,(2024 WV1),2024 WV1,9.57644785621088,-7.31,1.255394e-05,2086-2118,0,0.0047,29.31,2460638.5,-7.22,bK24W01V,2024-11-24
42,(2024 WG12),2024 WG12,5.51419484320175,-8.25,9.343472e-06,2096-2124,0,0.0046,29.34,2460646.5,-7.56,bK24W12G,2024-12-02
1,(2024 XA6),2024 XA6,15.32,-7.80,9.244e-08,2099-2099,0,0.017,26.45,2460650.5,-7.80,bK24X06A,2024-12-06
9,(2024 XC),2024 XC,14.8414195769202,-6.72,3.29725e-06,2111-2124,0,0.018,26.41,2460655.5,-6.37,bK24X00C,2024-12-11
67,(2024 XS8),2024 XS8,9.02742506050279,-5.83,0.0005237157469,2089-2122,0,0.00606,28.74,2460651.5,-5.34,bK24X08S,2024-12-07
1,(2024 XK2),2024 XK2,4.85,-9.31,9.093e-09,2103-2103,0,0.015,26.80,2460668.5,-9.31,bK24X02K,2024-12-24
31,(2010 MY112),2010 MY112,23.5333544457798,-4.87,1.35623e-08,2027-2122,0,0.37,19.80,2455372.5,-4.43,bK10MB2Y,2010-06-25
60,(2024 YR6),2024 YR6,6.49481412302579,-7.39,3.30137045e-05,2043-2124,0,0.0038,29.73,2460672.5,-6.96,bK24Y06R,2024-12-28
1,(2024 WM3),2024 WM3,8.68,-9.15,1.036e-08,2107-2107,0,0.015,26.77,2460651.5,-9.15,bK24W03M,2024-12-07
7,(2024 XD11),2024 XD11,3.38052320197362,-6.40,2.1518191e-05,2077-2121,0,0.0083,28.06,2460677.5,-6.39,bK24X11D,2025-01-02
11,(2025 CL3),2025 CL3,12.8892670034323,-4.07,9.6010586e-05,2064-2088,0,0.029,25.34,2460719.5,-4.07,bK25C03L,2025-02-13
1,(2024 YA5),2024 YA5,16.44,-9.21,1.002e-08,2069-2069,0,0.0089,27.91,2460672.5,-9.21,bK24Y05A,2024-12-28
2,(2024 YB),2024 YB,3.93956569064983,-5.74,7.3496e-06,2090-2091,0,0.026,25.54,2460697.5,-5.73,bK24Y00B,2025-01-22
35,(2025 HO),2025 HO,11.2860915618488,-8.33,3.7463704e-06,2056-2124,0,0.0046,29.34,2460789.5,-7.68,bK25H00O,2025-04-24
1,(2024 YC),2024 YC,6.29,-9.23,1.846e-08,2112-2112,0,0.012,27.26,2460667.5,-9.23,bK24Y00C,2024-12-23
1,(2024 YP),2024 YP,6.66,-8.75,4.913e-08,2120-2120,0,0.013,27.09,2460668.5,-8.75,bK24Y00P,2024-12-24
1,(2025 BD1),2025 BD1,7.01,-9.97,4.902e-08,2121-2121,0,0.004,29.65,2460696.5,-9.97,bK25B01D,2025-01-21
8,(2017 YE8),2017 YE8,14.2184886195073,-6.28,1.973904e-06,2113-2118,0,0.027,25.52,2458133.5,-6.15,bK17Y08E,2018-01-15
5,(2024 YD),2024 YD,10.515747369676,-7.33,3.3551e-06,2115-2123,0,0.012,27.26,2460664.5,-6.88,bK24Y00D,2024-12-20
4,(2024 VS),2024 VS,11.6197171366619,-7.06,1.74328e-06,2085-2119,0,0.011,27.51,2460622.5,-7.06,bK24V00S,2024-11-08
28,(2024 YH),2024 YH,10.3007353588572,-5.57,2.269273e-05,2067-2120,0,0.029,25.31,2460669.5,-5.07,bK24Y00H,2024-12-25
1,(2024 YH7),2024 YH7,26.74,-6.11,2.553e-07,2069-2069,0,0.035,24.94,2460673.5,-6.11,bK24Y07H,2024-12-29
22,(2025 BA1),2025 BA1,13.376278490226,-4.02,0.000202606852,2032-2116,0,0.01,27.60,2460696.5,-4.01,bK25B01A,2025-01-21
